text,source,date,url,truth_score,verdict
Green Building Initiative 面向全球市场推出 Ascent Building Certification™,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
Green Building Initiative 為全球市場推出 Ascent Building Certification™,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
Green Building Initiative lance la certification Ascent Building Certification™ pour les marchés mondiaux,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
Green Building Initiative משיקה את ההסמכה Ascent Building Certification™ לשווקים גלובליים,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
Green Building Initiative Meluncurkan Ascent Building Certification™ untuk Pasar Global,EODHD,2026-03-04T05:09:00+00:00,,87.31,TRUE
グリーン・ビルディング・イニシアチブ (Green Building Initiative)、グローバル市場向けにアセント・ビル認証 (Ascent Building Certification™) を発表,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
"그린 빌딩 이니셔티브, 글로벌 시장 대상 Ascent Building Certification™ 출시",EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
Green Building Initiative Melancarkan Ascent Building Certification™ untuk Pasaran Global,EODHD,2026-03-04T05:09:00+00:00,,87.31,TRUE
La iniciativa de construcción sostenible Green Building Initiative lanza Ascent Building Certification™ para mercados globales,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
Green Building Initiative เปิดตัวมาตรฐานการรับรองอาคาร Ascent Building Certification™ สำหรับตลาดทั่วโลก,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
Green Building Initiative Lança Ascent Building Certification™ para Mercados Globais,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
"Endeavour Group H1 Profit Drops, Sales Edge Up; 7-week Segmental Sales Rise; Shares Down",EODHD,2026-03-04T05:02:23+00:00,,56.51,TRUE
Mimecast Study: 42% of Organizations Report Rise in Malicious Insider Threats Over Past Year,EODHD,2026-03-04T05:01:00+00:00,,51.46,TRUE
"D.R. Horton's Southwest Florida Division Announces Driftwood Bay, a New Home Community in Port Charlotte, Florida",EODHD,2026-03-04T05:00:00+00:00,,91.4,TRUE
Dexterra Group Inc. Q4 Profit Rises,EODHD,2026-03-04T04:56:56+00:00,,56.51,TRUE
USD/CHF weakens to near 0.7800 as Middle East tensions lift Swiss Franc,EODHD,2026-03-04T04:54:52+00:00,,80.34,TRUE
"Rupee falls past 92/dollar to record low on Mideast war, central bank likely steps in",EODHD,2026-03-04T04:52:27+00:00,,80.34,TRUE
Indian Shares Extend Slump As Middle East Conflict Widens,EODHD,2026-03-04T04:52:19+00:00,,88.59,TRUE
Cryoport outlines $190M–$194M 2026 revenue target as commercial cell therapy drives growth,EODHD,2026-03-04T04:42:42+00:00,,93.65,TRUE
Is Occidental Petroleum (OXY) Pricing Fair After Its Strong Year To Date Rally?,EODHD,2026-03-04T04:37:15+00:00,,87.59,TRUE
Is Curtiss-Wright’s (CW) Custom Test Partnership Deepening Its Edge In Mission-Critical Aerospace Systems?,EODHD,2026-03-04T04:37:14+00:00,,80.34,TRUE
Assessing Wheaton Precious Metals (TSX:WPM) Valuation After Strong Multi‑Period Returns And Recent Pullback,EODHD,2026-03-04T04:36:54+00:00,,72.77,TRUE
A Look At Pinnacle West Capital (PNW) Valuation After Profit Return And Reaffirmed 2026 Guidance,EODHD,2026-03-04T04:36:30+00:00,,56.51,TRUE
Assessing Norsk Hydro (OB:NHY) Valuation After Recent Share Price Volatility,EODHD,2026-03-04T04:36:20+00:00,,87.31,TRUE
JPMorgan: Iran War A 'Modest Macro-Economic Shock',EODHD,2026-03-04T04:35:45+00:00,,80.34,TRUE
Walmart Settlement Raises Questions On Gig Driver Costs And Investor Outlook,EODHD,2026-03-04T04:35:24+00:00,,91.42,TRUE
Assessing Munich Re (XTRA:MUV2) Valuation After Record 2025 Earnings And Major Capital Return Plan,EODHD,2026-03-04T04:35:03+00:00,,87.59,TRUE
Visa partners with Laufey to spread the magic of travel in Asia Pacific; to be Official Payment Partner for Laufey: A Matter of Time Tour,EODHD,2026-03-04T04:35:00+00:00,,80.34,TRUE
From Green Coin to Governance Giant: The Evolution of Bitcoin Plus into a Crypto Casino Watchdog,EODHD,2026-03-04T04:33:00+00:00,,80.34,TRUE
AUD/JPY drops to 110.00 as notable JPY strength offsets upbeat Australian Q4 GDP print,EODHD,2026-03-04T04:30:30+00:00,,80.34,TRUE
ZenaDrone de ZenaTech impulsa la participación en defensa de EE. UU. y en el Congreso con el desarrollo de drones alineados con Blue UAS,EODHD,2026-03-04T04:23:00+00:00,,80.34,TRUE
Why Monday.com Stock Lost 37% in February,EODHD,2026-03-04T04:22:41+00:00,,47.36,FAKE
"IGSB Offers Broader Diversification Than VCSH, But Is It the Better Buy? Here's What You Need to Know",EODHD,2026-03-04T04:20:03+00:00,,54.42,TRUE
Superior group outlines 2026 revenue target of up to $585M with back-end weighted growth amid strategic investments,EODHD,2026-03-04T04:15:10+00:00,,93.25,TRUE
Arcturus outlines 12-week Phase II CF trial launch and expects regulatory clarity for ARCT-810 in 2026,EODHD,2026-03-04T04:15:09+00:00,,91.01,TRUE
Goldman CEO says markets may take a 'couple of weeks' to digest Iran war impact,EODHD,2026-03-04T04:08:44+00:00,,80.34,TRUE
"Asian Equities Fall, Oil Rises Amid Ongoing Middle East Conflict",EODHD,2026-03-04T04:02:00+00:00,,87.72,TRUE
Pakistan Prime Minister’s Cashless Economy Initiative Takes Global Stage at MWC Barcelona,EODHD,2026-03-04T04:00:00+00:00,,87.31,TRUE
"Superior Group Of Companies, Inc. Bottom Line Advances In Q4",EODHD,2026-03-04T03:52:22+00:00,,80.34,TRUE
"Down 25% in Just 1 Week, Is It Finally Time to Buy CoreWeave Stock?",EODHD,2026-03-04T03:52:00+00:00,,47.36,FAKE
Global Funds Unwind Hottest AI Trades as Oil Supply Fears Mount,EODHD,2026-03-04T03:50:07+00:00,,74.62,TRUE
What To Expect From Burlington’s (BURL) Q4 Earnings,EODHD,2026-03-04T03:41:03+00:00,,87.59,TRUE
Asian Equities Fall Sharply Amid Ongoing Middle East Conflict,EODHD,2026-03-04T03:38:23+00:00,,87.72,TRUE
"Better Cryptocurrency to Buy Today With $3,000 and Hold for 7 Years: XRP vs. Bitcoin",EODHD,2026-03-04T03:35:00+00:00,,80.34,TRUE
Dow Jones Futures Fall As Korean Stocks Dive Again; Trump Makes This Pledge,EODHD,2026-03-04T03:30:36+00:00,,90.36,TRUE
Gap (GAP) Reports Q4: Everything You Need To Know Ahead Of Earnings,EODHD,2026-03-04T03:26:03+00:00,,81.62,TRUE
"Asian Markets Tumble, Track Global Markets",EODHD,2026-03-04T03:16:19+00:00,,87.31,TRUE
Costco (COST) Reports Q1: Everything You Need To Know Ahead Of Earnings,EODHD,2026-03-04T03:16:03+00:00,,81.62,TRUE
FTI Consulting (FCN) Is Up 6.1% After Record 2025 Results And 2026 Guidance - Has The Bull Case Changed?,EODHD,2026-03-04T03:15:29+00:00,,80.34,TRUE
Assessing Electronic Arts (EA) Valuation After Recent Mixed Share Price Performance,EODHD,2026-03-04T03:14:24+00:00,,80.34,TRUE
Is AES (AES) Still Attractive After A 38% Gain And Recent Pullback?,EODHD,2026-03-04T03:13:01+00:00,,80.34,TRUE
Johnson And Johnson Balances Nipocalimab Progress With Bayer Legal Challenge,EODHD,2026-03-04T03:12:40+00:00,,80.34,TRUE
Assessing Equifax (EFX) Valuation After Dividend Increase And New U.S. Information Solutions Leadership,EODHD,2026-03-04T03:12:21+00:00,,91.38,TRUE
L3Harris CFO Change Highlights Missile Solutions IPO And Valuation Story,EODHD,2026-03-04T03:11:37+00:00,,80.34,TRUE
Does Venezuela Heavy Crude Deal And Higher Dividend Change The Bull Case For Phillips 66 (PSX)?,EODHD,2026-03-04T03:11:22+00:00,,80.34,TRUE
"Enphase Energy, Inc. Notice of April 20, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick &amp; Foti, LLC, Before Application Deadline",EODHD,2026-03-04T03:07:00+00:00,,80.34,TRUE
"uniQure N.V. Securities Fraud Class Action Result of FDA Approval Delay and 49% Stock Decline - Investors may Contact Lewis Kahn, Esq, at Kahn Swick &amp; Foti, LLC",EODHD,2026-03-04T03:04:00+00:00,,47.36,FAKE
VersaBank (VBNK) Q1 Earnings Match Estimates,EODHD,2026-03-04T03:00:01+00:00,,87.59,TRUE
"Otis Appoints Hemant Jolly as Senior Vice President &amp; Managing Director, Australasia",EODHD,2026-03-04T03:00:00+00:00,,80.34,TRUE
BC Poker Launches Bitcoin Poker Platform With $5 No Deposit Bonus and Advanced Fair Play Protection,EODHD,2026-03-04T03:00:00+00:00,,80.34,TRUE
Capricorn Dumps 1.19 Million Navitas Semiconductor Shares Worth $11.4 Million,EODHD,2026-03-04T02:58:38+00:00,,80.34,TRUE
Indian rupee may slide past 92 to record low as Mideast war fires up oil prices,EODHD,2026-03-04T02:56:44+00:00,,88.59,TRUE
Asian shares extend losses as the war with Iran widens and oil surges higher,EODHD,2026-03-04T02:49:57+00:00,,80.34,TRUE
"DermaFix Nail Fungus Treatment Gel Claims Evaluated in 2026 Market Report Covering Tea Tree Oil Research, Penetration Technology Positioning, and Pricing Transparency",EODHD,2026-03-04T02:44:00+00:00,,87.31,TRUE
Bitget Wallet Expands Zero-Fee Crypto Card in Latin America,EODHD,2026-03-04T02:44:00+00:00,,80.34,TRUE
Tesla vs. Amazon: Which AI Stock Is the Better Buy Now?,EODHD,2026-03-04T02:43:00+00:00,,38.77,FAKE
GitLab outlines FY '27 revenue guidance of $1.099B–$1.118B while launching AI agent platform and $400M share repurchase program,EODHD,2026-03-04T02:42:56+00:00,,56.51,TRUE
Cricut outlines accelerated product launches and bundle-first strategy as platform revenue rises 6% year-on-year,EODHD,2026-03-04T02:42:48+00:00,,47.36,FAKE
"Kyndryl Holdings, Inc. Notice of April 13, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick &amp; Foti, LLC, Before Application Deadline",EODHD,2026-03-04T02:42:00+00:00,,80.34,TRUE
"At KBIS 2026, iSpring Water Systems Showcases Water Filtration Solutions for Modern Kitchen Remodels",EODHD,2026-03-04T02:41:00+00:00,,80.34,TRUE
Treasury Stability or Higher Bond Income? SCHO vs. ISTB,EODHD,2026-03-04T02:40:49+00:00,,80.34,TRUE
"Europe should focus on industrial AI, SAP says",EODHD,2026-03-04T02:40:13+00:00,,56.51,TRUE
"Ultragenyx Pharmaceutical Inc. Notice of April 6, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick &amp; Foti, LLC, Before Application Deadline",EODHD,2026-03-04T02:39:00+00:00,,80.34,TRUE
"Navan, Inc. Notice of April 24, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick &amp; Foti, LLC, Before Application Deadline",EODHD,2026-03-04T02:38:00+00:00,,80.34,TRUE
Indian Shares Set To Extend Losses As Middle East War Escalates,EODHD,2026-03-04T02:37:03+00:00,,88.59,TRUE
"CoreWeave, Inc. Notice of March 13, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick &amp; Foti, LLC, Before Application Deadline",EODHD,2026-03-04T02:37:00+00:00,,80.34,TRUE
"Corcept Therapeutics Incorporated Securities Fraud Class Action Result of FDA Approval Issues and 50% Stock Decline - Investors may Contact Lewis Kahn, Esq, at Kahn Swick &amp; Foti, LLC",EODHD,2026-03-04T02:36:00+00:00,,47.36,FAKE
"Ardent Health Corporation Securities Fraud Class Action Result of Undisclosed Collections Problems and 33% Stock Decline - Investors may Contact Lewis Kahn, Esq, at Kahn Swick &amp; Foti, LLC",EODHD,2026-03-04T02:35:00+00:00,,47.36,FAKE
"BellRing Brands, Inc. Securities Fraud Class Action Result of Inventory Issues and 52% Stock Decline - Investors may Contact Lewis Kahn, Esq, at Kahn Swick &amp; Foti, LLC",EODHD,2026-03-04T02:34:00+00:00,,47.36,FAKE
Tesla Rival Xiaomi Deploys Humanoid Robot With 3 Hours Of Autonomous Operating Time At EV Assembly Plant,EODHD,2026-03-04T02:31:28+00:00,,80.34,TRUE
Accel Entertainment Inc. Full Year Profit Advances,EODHD,2026-03-04T02:31:20+00:00,,56.51,TRUE
Silver Price Forecast: XAG/USD rises to near $85.00 as Middle East war intensifies,EODHD,2026-03-04T02:26:34+00:00,,80.34,TRUE
3 Red-Hot Growth Stocks to Buy in 2026,EODHD,2026-03-04T02:20:00+00:00,,94.55,TRUE
Assessing Citigroup (C) Valuation After Morgan Stanley Endorsement And Profitability Push,EODHD,2026-03-04T02:12:55+00:00,,80.34,TRUE
Assessing Badger Meter (BMI) Valuation After Mixed Momentum And IoT Growth Expectations,EODHD,2026-03-04T02:12:38+00:00,,93.65,TRUE
Is It Too Late To Consider Phillips 66 (PSX) After Its Strong 1 Year Run?,EODHD,2026-03-04T02:12:36+00:00,,87.59,TRUE
Apple’s Broad Hardware Refresh Puts Ecosystem And Valuation In Focus,EODHD,2026-03-04T02:12:24+00:00,,80.34,TRUE
VersaBank Q1 Profit Rises,EODHD,2026-03-04T02:12:07+00:00,,56.51,TRUE
"Bragar Eagel &amp; Squire, P.C. Urges CoreWeave, Inc. (NASDAQ:CRWV) Stockholders with Large Losses to Contact the Firm Before March 13th",EODHD,2026-03-04T02:11:00+00:00,,80.34,TRUE
Okta PGA Partnership Puts AI Identity Platform To A Broader Test,EODHD,2026-03-04T02:10:51+00:00,,56.51,TRUE
Schneider Electric Links AI Data Center Growth With Sustainability Focus,EODHD,2026-03-04T02:10:12+00:00,,79.28,TRUE
Twilio’s AI Platform Shift Puts Growth Mix And Margins In Focus,EODHD,2026-03-04T02:10:09+00:00,,79.28,TRUE
Coral India Finance & Housing Ltd: Valuation Shifts Signal Price Attractiveness Amid Market Challenges - Markets Mojo,Google News,"Wed, 04 Mar 2026 03:02:38 GMT",,90.97,TRUE
"Five Stocks To Buy Or Sell: BEL, ONGC, Hindalco, Muthoot Finance And More | March 4, 2026 - NDTV Profit",Google News,"Wed, 04 Mar 2026 01:47:43 GMT",,82.82,TRUE
"Explained: What US-Israel war on Iran means for Indian stock market investors, crude oil and exports - The Economic Times",Google News,"Mon, 02 Mar 2026 05:08:47 GMT",,85.2,TRUE
India's stock market is failing to match growth in economy - Financial Times,Google News,"Thu, 05 Feb 2026 08:00:00 GMT",,83.14,TRUE
"Better Home & Finance Holding (BETR) Live Share Price, Invest From India - INDmoney",Google News,"Fri, 27 Feb 2026 20:59:30 GMT",,86.94,TRUE
Coral India Finance & Housing Ltd Falls to 52-Week Low of Rs.32.85 - Markets Mojo,Google News,"Mon, 02 Mar 2026 08:57:23 GMT",,86.94,TRUE
Tourism Finance Corporation of India Limited - Holi to Holi: 15 smallcap multibaggers that soared up to 500% in a year - The Economic Times,Google News,"Tue, 03 Mar 2026 05:52:16 GMT",,90.27,TRUE
"Rs 2.8 lakh crore selloff! Sensex tumbles nearly 600 pts, Nifty at 25,800. What spooked the Indian stock m - The Economic Times",Google News,"Thu, 12 Feb 2026 08:00:00 GMT",,88.33,TRUE
"Why Jane Street, a US trading giant, is in trouble in India - BBC",Google News,"Wed, 16 Jul 2025 07:00:00 GMT",,37.87,FAKE
"Stock market today: Trade setup for Nifty 50, India-US trade talks, Cabinet decisions to gold prices - 8 stocks to buy - Mint",Google News,"Thu, 13 Nov 2025 08:00:00 GMT",,85.88,TRUE
"Why stock market is down today? Sensex ends 721 pts lower, Nifty below 24,850; 5 reasons behind the fall - The Economic Times",Google News,"Fri, 25 Jul 2025 07:00:00 GMT",,87.86,TRUE
India’s Pronto formalizes house help as its valuation jumps 8x in under a year - Yahoo Finance,Google News,"Tue, 03 Mar 2026 01:15:00 GMT",,86.94,TRUE
Bajaj Housing Finance stock price: Share tumbles 9% to hit 52-week low; here's what triggered the fall - The Times of India,Google News,"Tue, 02 Dec 2025 08:00:00 GMT",,70.78,TRUE
India and foreign market access: opening the gates - Capital Economics,Google News,"Tue, 29 Jul 2025 07:00:00 GMT",,90.56,TRUE
Stock Market Timings in India - Upstox,Google News,"Fri, 17 Oct 2025 07:00:00 GMT",,71.49,TRUE
Top 5 Small Finance Bank Stocks in India - Upstox,Google News,"Mon, 22 Dec 2025 08:00:00 GMT",,91.08,TRUE
"Laxmi India Finance IPO allotment: Steps to check status online on NSE, BSE, MUFG Intime India - Upstox",Google News,"Thu, 31 Jul 2025 07:00:00 GMT",,86.94,TRUE
"Indian equity benchmarks snap 3-day losing streak on financial, pharma boost - Reuters",Google News,"Wed, 21 May 2025 07:00:00 GMT",,88.59,TRUE
"Top gainers and losers on December 5: Shriram Finance, State Bank of India, Bajaj Finserv rise over 2.13%; check full list - Upstox",Google News,"Fri, 05 Dec 2025 08:00:00 GMT",,86.94,TRUE
"India's financial stocks fuel Nifty 50's March comeback, set for strong FY2026 - Reuters",Google News,"Fri, 28 Mar 2025 07:00:00 GMT",,92.76,TRUE
Foreign investors boost purchases of India's financial shares in April - Reuters,Google News,"Wed, 07 May 2025 07:00:00 GMT",,89.12,TRUE
Capital India Finance Ltd Technical Momentum Shifts Amid Mixed Market Signals - Markets Mojo,Google News,"Wed, 14 Jan 2026 08:00:00 GMT",,92.19,TRUE
Laxmi India Finance Shares Debut at 13% Discount Despite Oversubscribed IPO - scanx.trade,Google News,"Mon, 04 Aug 2025 07:00:00 GMT",,86.94,TRUE
"Laxmi India Finance IPO to launch on July 29: From price band, lot size to objectives, key details to consider - Upstox",Google News,"Wed, 23 Jul 2025 07:00:00 GMT",,86.94,TRUE
Laxmi India Finance shares debut at 14% discount to IPO price - CNBC TV18,Google News,"Tue, 05 Aug 2025 07:00:00 GMT",,86.94,TRUE
Financial stocks to shop for Diwali: Brokerages see 7 counters with up to 30% upside this Samvat 2082 - The Economic Times,Google News,"Tue, 21 Oct 2025 07:00:00 GMT",,92.18,TRUE
How to use Perplexity Finance to track live stock prices in India - Moneycontrol.com,Google News,"Wed, 13 Aug 2025 07:00:00 GMT",,70.78,TRUE
Gas prices soar and oil jumps as Iran war pushes down global stock markets,The Guardian,2026-03-02T18:09:55Z,,71.49,TRUE
Stock markets slump amid Iran war as gas prices jump 30% to three-year high,The Guardian,2026-03-03T12:57:49Z,,70.65,TRUE
Global stock markets tumble as Trump bid to avert oil crisis in strait of Hormuz fails to reassure,The Guardian,2026-03-04T04:54:00Z,,55.27,TRUE
What was really behind Jack Dorsey laying off nearly half of Block’s staff?,The Guardian,2026-03-03T22:06:19Z,,80.34,TRUE
Trading halted in Seoul: South Korea's KOSPI plunges 12% as Middle East war triggers historic sell-off,EODHD,2026-03-04T05:26:16+00:00,https://seekingalpha.com/news/4560512-trading-halted-in-seoul-kospi-plunges-12-as-middle-east-war-triggers-historic-sell-off?utm_source=feed_news_all&amp;utm_medium=referral&amp;feed_item_type=news,37.87,FAKE
Nvidia joins funding for UK's driverless startup in $103M round,EODHD,2026-03-04T04:49:05+00:00,https://seekingalpha.com/news/4560511-nvidia-joins-funding-for-uks-driverless-startup-in-103m-funding-round?utm_source=feed_news_all&amp;utm_medium=referral&amp;feed_item_type=news,80.34,TRUE
Palo Alto Networks MWC Deals Tie AI Security Story To Valuation Gap,EODHD,2026-03-04T03:15:06+00:00,https://finance.yahoo.com/news/palo-alto-networks-mwc-deals-031506313.html,56.51,TRUE
Terreno Realty (TRNO) Valuation Check After Mixed Signals From Earnings And Cash Flow Models,EODHD,2026-03-04T03:14:52+00:00,https://finance.yahoo.com/news/terreno-realty-trno-valuation-check-031452855.html,89.92,TRUE
